ID,Japanese,Correct,English,label
73,昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.","As I prepared for the math class hard until 4 am, I'm very sleepy.",111
73,昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",I'm very sleepy because I had woken until 4 AM to do pre-study of math yesterday.,111
74,図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.",I have nothing now even I already read nobel book yeasterday from librally.,000
74,図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I finished reading the novel I borrowed from the library yesterday, so I have nothing to do now.",111
74,図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","As I finished reading a book borrowed from the libraly yesterday, I have nothing to do now.",111
74,図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I finished reading the novel when I rent yesterday, I have nothing to do now.",101
74,図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I've finished reading the novel that I borrowed from the liblary, so I have no things to do.",110
75,図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students coming to the library act as if they are in a coffee shop.,"Some of the students to use the library,as if they were in the coffee shop.",011
75,図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students coming to the library act as if they are in a coffee shop.,"There is a student who come to the library , behave in the coffee shop .",000
75,図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students coming to the library act as if they are in a coffee shop.,"There are some students coming to library, who behave as if being in a cafe.",011
75,図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students coming to the library act as if they are in a coffee shop.,Some students coming to the library act like as if they are in a caf?.,011
75,図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students coming to the library act as if they are in a coffee shop.,Some students who come to the library behave as like in tearoom.,011
76,子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I often wished my house were a little larger.","When I was a child, I used to wish my house had been a little bigger.",111
76,子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I often wished my house were a little larger.",I wish I have a little wide house in childhood.,111
76,子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I often wished my house were a little larger.","At the age of my childhood, I thought that it would be better if my house was a little bigger one.",111
76,子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I often wished my house were a little larger.","When I was a child, I would have wished that my house were more spacious.",001
76,子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I often wished my house were a little larger.","When I was a child, I often thought that if my house was big a little.",111
77,洪水や地震などの被災者を手助けするボランティアとして活動したい。,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I want joying helping victims as vollunter.,000
77,洪水や地震などの被災者を手助けするボランティアとして活動したい。,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.","I would like to do a volunteer for supporting people who are suffering from natural disaster, such as high tide or earthquake.",000
77,洪水や地震などの被災者を手助けするボランティアとして活動したい。,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I want to act to help people      and earthquake.,000
77,洪水や地震などの被災者を手助けするボランティアとして活動したい。,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I would like to work as a volunteer to help victims of floods and earthquakes.,111
77,洪水や地震などの被災者を手助けするボランティアとして活動したい。,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I want to be bolantere helping ,000
78,トムは素晴らしいドラムを持っていますが、誰にも使わせません。,"Tom has nice drums, and he never lets anyone else play them.","Though Tom has good drums , he doesn't allow to use others. ",000
78,トムは素晴らしいドラムを持っていますが、誰にも使わせません。,"Tom has nice drums, and he never lets anyone else play them.","Tom has a great drum, but he doesn't want anyone to use it.",101
78,トムは素晴らしいドラムを持っていますが、誰にも使わせません。,"Tom has nice drums, and he never lets anyone else play them.",Tom has an excellent drum but he doesn't allow anyone to use it.,111
78,トムは素晴らしいドラムを持っていますが、誰にも使わせません。,"Tom has nice drums, and he never lets anyone else play them.",Tom has fine drams but he does not allow anyone to use it.,011
78,トムは素晴らしいドラムを持っていますが、誰にも使わせません。,"Tom has nice drums, and he never lets anyone else play them.",Tom have a excerent drum but he don't use anyone.,010
79,最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first I thought Tom was joking, but later I realized he was serious.","I thought Tom said joking,after that he was thlious.",000
79,最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first I thought Tom was joking, but later I realized he was serious.","At first I thought Tom told a joke, but later I found out he was serious.",111
79,最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first I thought Tom was joking, but later I realized he was serious.","At first, I thoght Tom said joke, but later I realized he was serious.",110
79,最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first I thought Tom was joking, but later I realized he was serious.","At first I thought that he was joking, but I later I realized he was serious.",111
79,最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first I thought Tom was joking, but later I realized he was serious.","Firstly I supposed Tom said joke, but after that I found out he was serious.",001
80,この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday I tried making some Italian food for the first time, and it was delicious. ","I had tyring to make Itary first time this Sunday,I could make dellisiou.",000
80,この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday I tried making some Italian food for the first time, and it was delicious. ","Last Sunday, I tried to cook Italian food for the first time in my life and it was very delicious.",111
80,この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday I tried making some Italian food for the first time, and it was delicious. ","Last sunday, I tried to cook Italian food for the first time in my life and I succeeded. ",000
80,この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday I tried making some Italian food for the first time, and it was delicious. ","Last Sunday, I tried to cook Italian even for the first time though, those were quite tasty. ",111
80,この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday I tried making some Italian food for the first time, and it was delicious. ","Last Sunndy, I tried to cook italian and it was the first time for me. It was very delisious.",000
81,私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I apologized to Ann for being late, but she didn't forgive me.","I said to sorry to late to An,thought She was upset.",000
81,私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I apologized to Ann for being late, but she didn't forgive me.","I apologized to Ann for being late, but she wouldn't forgive me.",111
81,私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I apologized to Ann for being late, but she didn't forgive me.","Although I apologized to Ann about being late, she didn't forgive me.",011
81,私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I apologized to Ann for being late, but she didn't forgive me.","I made an appologies for being late to Anne, but she didn't forgive me.",110
81,私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I apologized to Ann for being late, but she didn't forgive me.",Anne did not allow me even though I appologized my delay.,000
82,毎日、家事がとても忙しく、映画を観に行く暇がない。,I'm so busy doing the housework every day that I have no time to see a movie.,"Every day,I have no time to go to the movies because I am so busy to do household chores. ",000
82,毎日、家事がとても忙しく、映画を観に行く暇がない。,I'm so busy doing the housework every day that I have no time to see a movie.,I don't have time to watch movie because I'm busy housework every day,111
82,毎日、家事がとても忙しく、映画を観に行く暇がない。,I'm so busy doing the housework every day that I have no time to see a movie.,I am so busy with house work everyday that I don't have the chance to go to the movies.,110
82,毎日、家事がとても忙しく、映画を観に行く暇がない。,I'm so busy doing the housework every day that I have no time to see a movie.,"As I'm tied up with housechores everyday, I don't have time to go to see the movies.",100
82,毎日、家事がとても忙しく、映画を観に行く暇がない。,I'm so busy doing the housework every day that I have no time to see a movie.,There is no time to go to the theather because I'm very busy to work in my home. ,000
83,この木の机は重いので私一人では二階まで運べない。,This wooden desk is too heavy for me to carry upstairs alone.,This wood desk is too heavy to move to upstair by myself.,100
83,この木の机は重いので私一人では二階まで運べない。,This wooden desk is too heavy for me to carry upstairs alone.,"This wood desk is heavy, so it is hard to carry up to second floor by myself.",000
83,この木の机は重いので私一人では二階まで運べない。,This wooden desk is too heavy for me to carry upstairs alone.,This wooden desk is so heavy that I can't bring it up to the second floor,101
83,この木の机は重いので私一人では二階まで運べない。,This wooden desk is too heavy for me to carry upstairs alone.,I alone am not able to bring this table to 2nd floor because it is very heavy.,111
83,この木の机は重いので私一人では二階まで運べない。,This wooden desk is too heavy for me to carry upstairs alone.,The desk of wood do not carry by sesond floor only me because it is heavy.,110
84,ヨーロッパ旅行中、どこの国に行っても多くの日本人旅行者に出会うのでうんざりしました。,"While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.",I had sad that met many japanese tourlisets during Eourope trip.,000
84,ヨーロッパ旅行中、どこの国に行っても多くの日本人旅行者に出会うのでうんざりしました。,"While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.","During my trip to Europe,I felt bored because I met Japanese wherever I went.",101
84,ヨーロッパ旅行中、どこの国に行っても多くの日本人旅行者に出会うのでうんざりしました。,"While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.","I was dassapointed during my trip to Europe, because I met many Japanese tourists everywhere I visited.",101
84,ヨーロッパ旅行中、どこの国に行っても多くの日本人旅行者に出会うのでうんざりしました。,"While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.","During my trip in Europe, I felt bored of seeing many tourists from Japan wherever countries I visited.",101
84,ヨーロッパ旅行中、どこの国に行っても多くの日本人旅行者に出会うのでうんざりしました。,"While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.","During my trip to Europe,I was bored because I met many Japanese tourists whenever I go.",000
85,私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was very happy to see my mother go to the office wearing the earrings that I gave to her. ,111
85,私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was happy to see my mother to go to the office with earring I presented.,010
85,私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was happy to see my mother wearing the earings that I gave her when she went to work.,010
85,私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was very happy to see a my mother wear I gave her  earrings  go to work.,010
85,私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was very happy to see that mother putting ear rings which I presented went to the company.,111
86,学校は勉強だけを教えているところだと思うのは、学校の役割を理解していない証拠です。,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",It is no understand that schools upply for studys only.,000
86,学校は勉強だけを教えているところだと思うのは、学校の役割を理解していない証拠です。,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",That you think school is a place where we only studyis evidence that you don't understand the role of school.,110
86,学校は勉強だけを教えているところだと思うのは、学校の役割を理解していない証拠です。,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",To regard the schools as the places where they teach you only subjects will proof that you don't understand the roles of schools.,011
86,学校は勉強だけを教えているところだと思うのは、学校の役割を理解していない証拠です。,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",It is the proof of misunderstanding the role of the school to think only teaching the study in school.,000
86,学校は勉強だけを教えているところだと思うのは、学校の役割を理解していない証拠です。,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",It is not proof that school teach only studying ,000
87,たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese people spend most of their time working to live.,Most of Japanese spend their time with work to live.,011
87,たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese people spend most of their time working to live.,Most Jaopanese people spended most of their time working to live.,000
87,たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese people spend most of their time working to live.,Most Japanese spend their large part of time to work to live.,111
87,たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese people spend most of their time working to live.,Most Japanese spend most of their time to work to live.,111
87,たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese people spend most of their time working to live.,"Most of Japanese,they cost a lot of time working to live.",011
88,日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese usually express their feelings as indirectly as possible so as not to hurt others.,111
88,日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese always express without immindiately not to indure otherperson.,111
88,日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese generally try to express their feelings as indirectly as possible in order to not hurt others.,111
88,日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,it's normal for Japanese people to express their feelings indirectly for the purpose of not making others feel bad.,111
88,日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Many Japanease express their feelings as indirectly as possible not to hurt others.,110
89,大気中のCO2の増加は、地球温暖化と密接な関連がある。,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,The increase in atmospheric CO2 is closely related to global warming.,111
89,大気中のCO2の増加は、地球温暖化と密接な関連がある。,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,Increase of CO2 is closely related with Earth hottering.,110
89,大気中のCO2の増加は、地球温暖化と密接な関連がある。,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,The increase of CO2 in the air is closely related in the global warming.,011
89,大気中のCO2の増加は、地球温暖化と密接な関連がある。,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,closely related to global warming ,000
89,大気中のCO2の増加は、地球温暖化と密接な関連がある。,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,The CO2 increasing in the air is colsely related to the warming up of the earth.,110
90,プロ野球はテレビで見るより球場で見た方が100倍面白い。,Professional baseball is far more exciting at a stadium than in TV.,It is very intersting 100 times to watch baseball studium than TV .,000
90,プロ野球はテレビで見るより球場で見た方が100倍面白い。,Professional baseball is far more exciting at a stadium than in TV.,It is 100 times more interesting to watch professional baseball game in a stadium than watching it on TV.,111
90,プロ野球はテレビで見るより球場で見た方が100倍面白い。,Professional baseball is far more exciting at a stadium than in TV.,Watching baseball games in the excite you 100 times more than doing it on TV.,011
90,プロ野球はテレビで見るより球場で見た方が100倍面白い。,Professional baseball is far more exciting at a stadium than in TV.,Pro baseballgame is 100 times more interesting to watch at the stadium than to watch it on TV.,111
90,プロ野球はテレビで見るより球場で見た方が100倍面白い。,Professional baseball is far more exciting at a stadium than in TV.,professinal baseball is watch a beseball stadium more 100 interest than watch TV.,010
91,このバイクは、イギリスでは日本のおよそ二倍の値段です。,This motorbike is about twice as expensive in the U.K as in Japan.,This motorcycle is about twice as expensive in England as in Japan.,111
91,このバイクは、イギリスでは日本のおよそ二倍の値段です。,This motorbike is about twice as expensive in the U.K as in Japan.,"In England,this bike is twice as expensive as in Japan.",111
91,このバイクは、イギリスでは日本のおよそ二倍の値段です。,This motorbike is about twice as expensive in the U.K as in Japan.,This motorcycle costs in UK approximately twice as expensive as buying in Japan.,111
91,このバイクは、イギリスでは日本のおよそ二倍の値段です。,This motorbike is about twice as expensive in the U.K as in Japan.,This price of this motorcycle is twice as much as it is in Japan.,000
91,このバイクは、イギリスでは日本のおよそ二倍の値段です。,This motorbike is about twice as expensive in the U.K as in Japan.,This bike is about twice as expensive in the UK as in Japan.,111
92,本を読む量が減ったからといって、今の若者の知的欲求が少なくなったということにはならない。,"Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.","It is getting worse reading books, but it is no curious for young people.",000
92,本を読む量が減ったからといって、今の若者の知的欲求が少なくなったということにはならない。,"Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.","Even if the amount of reading books decreased, it couldn't prove that younger generation lost their wants towards wisdom.",111
92,本を読む量が減ったからといって、今の若者の知的欲求が少なくなったということにはならない。,"Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",The less reading books young people doesn't mean they don't have less intellectual interests.,000
92,本を読む量が減ったからといって、今の若者の知的欲求が少なくなったということにはならない。,"Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",The decreased volume of reading the book is not linked to the decreased inteligent intend of current young people.,000
92,本を読む量が減ったからといって、今の若者の知的欲求が少なくなったということにはならない。,"Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",Latest younger people is not a little wanting of interigent because they read a few book,000
93,率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.",entrance examination I tried yesterday is more difficult that I thought .,000
93,率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","Frankly speaking, the exam I took yesterday was much more difficult than T thought.",111
93,率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","To be frank,the entrance exam i took yesterday were far more difficult than I had thought.",011
93,率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","Honestly,the etrance extam I took yesterday is much harder than I expected.",111
93,率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","Flankely speaking,It was more difficult than I think to do admission exam yesterday",010
94,世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"In some countries people have too much food, while in others tens of thousands of children are starving.","There is a country which has a lot of foods in the world.
On the other hands there is a country ten thousands of choldren die without any food. ",111
94,世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"In some countries people have too much food, while in others tens of thousands of children are starving.","In some countries, there is a extra food, in others, tens of thousands of children suffer from starving and die.",011
94,世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"In some countries people have too much food, while in others tens of thousands of children are starving.","Some countries have plenty of foods, and some countries have thousands of famine children to die.",011
94,世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"In some countries people have too much food, while in others tens of thousands of children are starving.","In the world, there is the country which has enough food, on the other hand, there is the country where several ten thousand children died by poor food.",011
94,世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"In some countries people have too much food, while in others tens of thousands of children are starving.","All over the world,a lot of food is existing countries but million of children is dying countries.",000
95,いくら運動しても、カロリーを計算していないと減量は無理だよ。,"However much exercise you get, you won't lose weight unless you count your calories.","You can`t be diet,if you count collury.",000
95,いくら運動しても、カロリーを計算していないと減量は無理だよ。,"However much exercise you get, you won't lose weight unless you count your calories.","As long as you don't caliculate the colorie of what you eat, workout doesn't work out for your diet.",000
95,いくら運動しても、カロリーを計算していないと減量は無理だよ。,"However much exercise you get, you won't lose weight unless you count your calories.","How much you exercise, it doesn't work unless you calculate calories you take. ",011
95,いくら運動しても、カロリーを計算していないと減量は無理だよ。,"However much exercise you get, you won't lose weight unless you count your calories.","No matter how much you do exercise, you can't lose weight unless you calculate calories.",111
95,いくら運動しても、カロリーを計算していないと減量は無理だよ。,"However much exercise you get, you won't lose weight unless you count your calories.","to exersise,you cannot decline weight ,so you calculate caloly.",000
96,日本人の観光客の中には、非常識にも多額の現金をズボンの後ろのポケットに入れて持ち歩く者がいる。,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,Some people in japanese tourist go out with a lot of money in their pocket of pants . ,000
96,日本人の観光客の中には、非常識にも多額の現金をズボンの後ろのポケットに入れて持ち歩く者がいる。,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,There are Japanese tourists don't have common sense putting their wallets with bunch of money in their backpocket of  their trousers.,011
96,日本人の観光客の中には、非常識にも多額の現金をズボンの後ろのポケットに入れて持ち歩く者がいる。,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,Some Japanese tourists have much cash in the back pockets of their trousers carelessly.,000
96,日本人の観光客の中には、非常識にも多額の現金をズボンの後ろのポケットに入れて持ち歩く者がいる。,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,It is out of common sense that someone in Japanese visitors bring much money in the behind poket of their slacs.,000
96,日本人の観光客の中には、非常識にも多額の現金をズボンの後ろのポケットに入れて持ち歩く者がいる。,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,Japanese tourists are walk to having a lot of money in their pocket.,000
97,健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,"In order to stay healthy, you should have a balanced diet and get regular exercise.",It is keeping health that having good meals and taking exasise useally.,000
97,健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,"In order to stay healthy, you should have a balanced diet and get regular exercise.",The secrets to keep health is eating good balanced food and exercising periodically. ,011
97,健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,"In order to stay healthy, you should have a balanced diet and get regular exercise.",The key point to stay healty is to eat a balanced meal and exercise regularly.,011
97,健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,"In order to stay healthy, you should have a balanced diet and get regular exercise.","The secret to keeping healthy,to eat balanced diet and to exercise regularly. ",011
97,健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,"In order to stay healthy, you should have a balanced diet and get regular exercise.",The key to keeping healthy is to eat a balanced meal and exercise regularly.,111
98,外国に行って初めて、日本の大都市のネオンの多さに気づく。,It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,I was surpraise that japan`s city has many neon even gone to abroad.,000
98,外国に行って初めて、日本の大都市のネオンの多さに気づく。,It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,It's only when you go abroad that you realize the big cities of Japan have many illumination.,000
98,外国に行って初めて、日本の大都市のネオンの多さに気づく。,It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,We hardly notice that there are many neon signs in Japanese large city areas before going to foreign countries.,111
98,外国に行って初めて、日本の大都市のネオンの多さに気づく。,It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,"For the first time when I go abroad, I notice that the big cities of Japan have many neon lights.",111
98,外国に行って初めて、日本の大都市のネオンの多さに気づく。,It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,"To first go abroad,it notice a lot of neon primary city of japan.",011
99,英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,I am worrid that could be speccilly even japanese people could speak English.,000
99,英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,It's a pity that many Japanese misunderstand that they can become international as long as they can speak English.,111
99,英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,"It is too bad that many Japanese people think that if they can speak English, they can become an international person.",011
99,英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,"Many Japanese peple misunderstand that if only they speak English, they can be seen as international figure.",111
99,英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,"There are many Japanease people who misunderstand that they become international people, only if they are able to speak English.",111
100,日本の若者の10人のうち7人は、まったく無宗教だと言われる。,It is said that seven out of ten young Japanse people don't believe in religion.,It say that no relligion for seven of ten for young people.,010
100,日本の若者の10人のうち7人は、まったく無宗教だと言われる。,It is said that seven out of ten young Japanse people don't believe in religion.,It is said that 7 our of 10 young people from Japan don't have religion.,010
100,日本の若者の10人のうち7人は、まったく無宗教だと言われる。,It is said that seven out of ten young Japanse people don't believe in religion.,It is said that 7 young people in 10 totally don't have religious beliefs.,111
100,日本の若者の10人のうち7人は、まったく無宗教だと言われる。,It is said that seven out of ten young Japanse people don't believe in religion.,It is said that seven in ten Japanese young people is non-religious.,011
100,日本の若者の10人のうち7人は、まったく無宗教だと言われる。,It is said that seven out of ten young Japanse people don't believe in religion.,it is said that 70 persents of younger Japanese are no ,000
